DAY	TIME	TIME INTERVAL	PRICE	LOG-RETURN
17MAY2019	00:00:05	5	7886.46	0
17MAY2019	00:00:10	5	7886.46	0
17MAY2019	00:00:15	5	7886.46	0
17MAY2019	00:00:20	5	7886.46	0
17MAY2019	00:00:25	5	7886.46	0
17MAY2019	00:00:30	5	7886.46	0
17MAY2019	00:00:35	5	7879.28	-0.000910835837250954
17MAY2019	00:00:40	5	7879.28	0
17MAY2019	00:00:45	5	7879.28	0
17MAY2019	00:00:50	5	7879.28	0
17MAY2019	00:00:55	5	7879.28	0
17MAY2019	00:01:00	5	7879.28	0
17MAY2019	00:01:05	5	7879.28	0
17MAY2019	00:01:10	5	7879.28	0
17MAY2019	00:01:15	5	7879.28	0
17MAY2019	00:01:20	5	7879.28	0
17MAY2019	00:01:25	5	7879.28	0
17MAY2019	00:01:30	5	7879.28	0
17MAY2019	00:01:35	5	7879.28	0
17MAY2019	00:01:40	5	7879.28	0
17MAY2019	00:01:45	5	7879.28	0
17MAY2019	00:01:50	5	7879.28	0
17MAY2019	00:01:55	5	7879.28	0
17MAY2019	00:02:00	5	7879.28	0
17MAY2019	00:02:05	5	7879.28	0
17MAY2019	00:02:10	5	7879.28	0
17MAY2019	00:02:15	5	7879.28	0
17MAY2019	00:02:20	5	7879.28	0
17MAY2019	00:02:25	5	7879.28	0
17MAY2019	00:02:30	5	7879.28	0
17MAY2019	00:02:35	5	7879.28	0
17MAY2019	00:02:40	5	7879.28	0
17MAY2019	00:02:45	5	7879.28	0
17MAY2019	00:02:50	5	7879.28	0
17MAY2019	00:02:55	5	7879.28	0
17MAY2019	00:03:00	5	7879.28	0
17MAY2019	00:03:05	5	7879.28	0
17MAY2019	00:03:10	5	7879.28	0
17MAY2019	00:03:15	5	7879.28	0
17MAY2019	00:03:20	5	7879.28	0
17MAY2019	00:03:25	5	7886.91	0.000967894030918108
17MAY2019	00:03:30	5	7886.91	0
17MAY2019	00:03:35	5	7886.91	0
17MAY2019	00:03:40	5	7886.91	0
17MAY2019	00:03:45	5	7886.91	0
17MAY2019	00:03:50	5	7886.91	0
17MAY2019	00:03:55	5	7886.91	0
17MAY2019	00:04:00	5	7886.91	0
17MAY2019	00:04:05	5	7886.91	0
17MAY2019	00:04:10	5	7886.91	0
17MAY2019	00:04:15	5	7886.91	0
17MAY2019	00:04:20	5	7886.91	0
17MAY2019	00:04:25	5	7886.91	0
17MAY2019	00:04:30	5	7886.91	0
17MAY2019	00:04:35	5	7886.91	0
17MAY2019	00:04:40	5	7886.91	0
